Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,Stage,Run Time,
A,7,-,5,B,7,-,5,A,7,-,5,B,7,-,5,A,12,
A,7,-,5,B,7,-,5,A,7,-,5,B,7,-,5,C,7,-,5,
A,7,-,5,B,7,-,5,A,7,-,5,B,8,-,5,A,11,
A,7,-,5,B,7,-,5,A,7,-,5,B,9,-,5,A,10,
A,7,-,5,B,7,-,5,A,7,-,5,B,10,-,5,A,9,
A,7,-,5,B,7,-,5,A,7,-,5,B,11,-,5,A,8,
A,7,-,5,B,7,-,5,A,7,-,5,B,12,-,5,A,7,
A,7,-,5,B,7,-,5,A,7,-,5,B,13,-,5,A,6,
A,7,-,5,B,7,-,5,A,7,-,5,B,14,-,5,A,5,
A,7,-,5,B,7,-,5,A,7,-,5,B,15,-,5,A,4,
A,7,-,5,B,7,-,5,A,7,-,5,B,16,-,5,A,3,
A,7,-,5,B,7,-,5,A,7,-,5,B,17,-,5,A,2,
A,7,-,5,B,7,-,5,A,7,-,5,B,18,-,5,A,1,
A,7,-,5,B,7,-,5,A,7,-,5,B,19,-,5,
A,7,-,5,B,7,-,5,A,7,-,5,C,7,-,5,A,12,
A,7,-,5,B,7,-,5,A,7,-,5,C,7,-,5,B,7,-,5,
A,7,-,5,B,7,-,5,A,7,-,5,C,8,-,5,A,11,
A,7,-,5,B,7,-,5,A,7,-,5,C,9,-,5,A,10,
A,7,-,5,B,7,-,5,A,7,-,5,C,10,-,5,A,9,
A,7,-,5,B,7,-,5,A,7,-,5,C,11,-,5,A,8,
A,7,-,5,B,7,-,5,A,7,-,5,C,12,-,5,A,7,
A,7,-,5,B,7,-,5,A,7,-,5,C,13,-,5,A,6,
A,7,-,5,B,7,-,5,A,7,-,5,C,14,-,5,A,5,
A,7,-,5,B,7,-,5,A,7,-,5,C,15,-,5,A,4,
A,7,-,5,B,7,-,5,A,7,-,5,C,16,-,5,A,3,
A,7,-,5,B,7,-,5,A,7,-,5,C,17,-,5,A,2,
A,7,-,5,B,7,-,5,A,7,-,5,C,18,-,5,A,1,
A,7,-,5,B,7,-,5,A,7,-,5,C,19,-,5,
A,7,-,5,B,7,-,5,A,8,-,5,B,7,-,5,A,11,
A,7,-,5,B,7,-,5,A,8,-,5,B,8,-,5,A,10,
A,7,-,5,B,7,-,5,A,8,-,5,B,9,-,5,A,9,
A,7,-,5,B,7,-,5,A,8,-,5,B,10,-,5,A,8,
A,7,-,5,B,7,-,5,A,8,-,5,B,11,-,5,A,7,
A,7,-,5,B,7,-,5,A,8,-,5,B,12,-,5,A,6,
A,7,-,5,B,7,-,5,A,8,-,5,B,13,-,5,A,5,
A,7,-,5,B,7,-,5,A,8,-,5,B,14,-,5,A,4,
A,7,-,5,B,7,-,5,A,8,-,5,B,15,-,5,A,3,
A,7,-,5,B,7,-,5,A,8,-,5,B,16,-,5,A,2,
A,7,-,5,B,7,-,5,A,8,-,5,B,17,-,5,A,1,
A,7,-,5,B,7,-,5,A,8,-,5,B,18,-,5,
A,7,-,5,B,7,-,5,A,8,-,5,C,7,-,5,A,11,
A,7,-,5,B,7,-,5,A,8,-,5,C,8,-,5,A,10,
A,7,-,5,B,7,-,5,A,8,-,5,C,9,-,5,A,9,
A,7,-,5,B,7,-,5,A,8,-,5,C,10,-,5,A,8,
A,7,-,5,B,7,-,5,A,8,-,5,C,11,-,5,A,7,
A,7,-,5,B,7,-,5,A,8,-,5,C,12,-,5,A,6,
A,7,-,5,B,7,-,5,A,8,-,5,C,13,-,5,A,5,
A,7,-,5,B,7,-,5,A,8,-,5,C,14,-,5,A,4,
A,7,-,5,B,7,-,5,A,8,-,5,C,15,-,5,A,3,
A,7,-,5,B,7,-,5,A,8,-,5,C,16,-,5,A,2,
A,7,-,5,B,7,-,5,A,8,-,5,C,17,-,5,A,1,
A,7,-,5,B,7,-,5,A,8,-,5,C,18,-,5,
A,7,-,5,B,7,-,5,A,9,-,5,B,7,-,5,A,10,
A,7,-,5,B,7,-,5,A,9,-,5,B,8,-,5,A,9,
